Movie_ID,Movie_Name,Industry,Release_Year,Lead_Actor,Lead_Actress,Director,Genre,Budget_Cr,BoxOffice_Cr,IMDB_Rating,Duration_Min,Language,OTT_Platform,Awards_Won,Songs_Count,Sequel,Audience_Score
1149,Movie_406,Bollywood,2020,Actor_125,Actor_346,Director_144,,137,211.6433264,3,123,Malayalam,Amazon Prime,14,8,No,57.48030413
1308,Movie_118,,1999,Actor_234,Actor_351,Director_110,Comedy,129,39.07427783,1,130,Telugu,Amazon Prime,4,4,Yes,86.31844572
1257,Movie_277,Kollywood,2004,Actor_61,Actor_328,Director_163,Thriller,57,237.6882591,5,96,Telugu,Netflix,15,5,,65.99472282
1343,Movie_214,Bollywood,2007,Actor_307,Actor_43,Director_53,Thriller,92,-1.996730271,8,149,Tamil,Amazon Prime,5,7,,60.73898087
1491,Movie_220,Kollywood,2012,Actor_266,Actor_187,Director_162,Thriller,102,121.8166726,4,164,Malayalam,Amazon Prime,2,3,No,89.15022977
1413,Movie_393,Kollywood,2022,Actor_134,Actor_302,Director_3,Drama,99,222.1049997,9,87,,Hotstar,11,9,No,64.66863127
1293,Movie_26,Tollywood,2005,Actor_318,Actor_200,Director_68,Drama,192,30.65446971,,158,Telugu,,3,9,Yes,52.16281859
1385,Movie_9,Kollywood,2024,Actor_113,Actor_381,Director_133,Romance,260,106.6528067,7,197,Tamil,Netflix,2,8,Yes,84.5242031
1191,Movie_271,Tollywood,2023,Actor_389,Actor_39,Director_138,Thriller,77,192.5831394,,195,,,15,1,No,77.50576016
1443,Movie_10,Mollywood,2017,Actor_378,Actor_220,Director_52,Drama,286,-80.44167779,5,175,,,15,2,,63.74306809
1276,Movie_472,Tollywood,1991,Actor_191,Actor_307,Director_157,Drama,22,803,8,153,,,18,2,,62.79396962
1160,Movie_378,,2019,Actor_379,Actor_4,Director_96,Drama,168,92.96588073,6,107,Hindi,Netflix,14,3,No,51.7018679
1459,Movie_121,Bollywood,2002,Actor_187,Actor_121,Director_31,Romance,150,215.3563323,10,158,Telugu,Amazon Prime,8,2,No,84.5019371
1313,Movie_125,Mollywood,2005,Actor_319,Actor_336,Director_66,Romance,257,33.80021716,2,91,Hindi,,19,1,,62.79784365
1021,Movie_170,Mollywood,1994,Actor_367,Actor_77,Director_91,Thriller,164,-10.94206902,7,122,Hindi,Netflix,1,5,,54.60308193
1252,Movie_72,,2017,Actor_89,Actor_179,Director_69,Comedy,53,56.55708041,1,161,Telugu,Amazon Prime,5,6,Yes,44.28889666
1235,Movie_152,Tollywood,2009,Actor_187,Actor_133,Director_165,Thriller,180,54.88668243,3,199,Malayalam,,13,7,No,77.84308716
1344,Movie_208,Bollywood,2013,Actor_307,Actor_311,Director_155,Drama,69,83.48112188,1,116,Tamil,Hotstar,8,,No,59.82834042
1048,Movie_49,Tollywood,2016,Actor_132,Actor_229,Director_87,,293,62.51362324,1,187,Telugu,Netflix,9,7,No,29.74649372
1474,Movie_154,Kollywood,2019,Actor_360,Actor_276,Director_33,Drama,54,-60.6318859,5,167,Tamil,,17,2,,45.93462421
1058,Movie_347,Tollywood,2016,Actor_123,Actor_152,Director_68,Action,8,92.40349044,6,142,Malayalam,Netflix,14,7,Yes,65.32806129
1169,Movie_293,Mollywood,2015,Actor_48,Actor_164,Director_187,,123,118.5437368,3,180,Telugu,Hotstar,3,2,,65.8892467
1475,Movie_68,Bollywood,1996,Actor_288,Actor_290,Director_192,,168,84.5406046,3,197,,Netflix,4,2,No,65.12915499
1187,Movie_50,Tollywood,1994,Actor_376,Actor_378,Director_88,Thriller,227,122.9462596,3,172,Telugu,Amazon Prime,,6,No,62.34487777
1463,Movie_152,Bollywood,2012,Actor_179,Actor_109,Director_172,Drama,160,106.7958463,1,142,Malayalam,,5,6,No,40.48292555
1270,Movie_19,Bollywood,2017,Actor_180,Actor_126,Director_95,Drama,266,-10.55948409,5,89,Hindi,Netflix,14,8,No,52.50902952
1189,Movie_100,Kollywood,2023,Actor_99,Actor_240,Director_108,Comedy,177,75.93178008,1,157,Telugu,Netflix,19,5,No,93.67553973
1445,Movie_60,Kollywood,2004,Actor_330,Actor_310,Director_177,Action,27,109.1119935,10,159,,,1,5,,90.72456254
1174,Movie_167,Mollywood,2021,Actor_34,Actor_389,Director_53,Thriller,65,81.02634951,10,116,Telugu,Hotstar,15,,Yes,81.55903565
1445,Movie_202,,2015,Actor_70,Actor_345,Director_74,Romance,138,-19.42320965,3,90,Hindi,Hotstar,4,1,No,79.79005208
1050,Movie_345,Bollywood,2020,Actor_171,Actor_146,Director_49,Thriller,28,197.8490356,6,194,Telugu,,3,4,No,88.09511816
1363,Movie_146,,2008,Actor_366,Actor_252,Director_113,,297,22.22754773,,169,,,0,1,No,47.58410525
1054,Movie_403,Mollywood,1998,Actor_272,Actor_183,Director_114,Thriller,49,0.62427243,6,183,Malayalam,Amazon Prime,7,,,70.65856734
1243,Movie_164,Bollywood,2018,Actor_59,Actor_309,Director_194,Comedy,183,103.2654853,3,98,,Netflix,,5,,47.59465699
1319,Movie_458,Bollywood,1993,Actor_181,Actor_306,Director_95,Thriller,67,74.73945302,9,131,Malayalam,Netflix,9,8,No,47.9417106
1130,Movie_481,,1992,Actor_19,Actor_72,Director_191,Comedy,33,148.1153275,8,197,,Hotstar,14,1,No,77.36129875
1484,Movie_439,Tollywood,2018,Actor_226,Actor_219,Director_25,,100,169.8123149,,97,Tamil,Amazon Prime,1,3,No,88.93500878
1306,Movie_242,Kollywood,2000,Actor_95,Actor_207,Director_132,Comedy,270,157.6451881,3,173,Telugu,Netflix,18,1,No,66.12301731
1134,Movie_69,Tollywood,2022,Actor_369,Actor_173,Director_179,Drama,295,99.85735918,5,111,Telugu,Amazon Prime,11,6,No,102.9800086
1020,Movie_175,,2000,Actor_297,Actor_141,Director_139,Romance,59,144.263794,5,102,Hindi,,9,,,74.23568654
1328,Movie_49,Kollywood,2016,Actor_81,Actor_272,Director_145,,157,-24.80104762,5,196,Tamil,Netflix,11,1,No,54.46428935
1166,Movie_483,Tollywood,2022,Actor_175,Actor_214,Director_108,Comedy,223,187.5488686,3,91,Hindi,,,,No,48.26542896
1273,Movie_108,Kollywood,2010,Actor_222,Actor_269,Director_194,Action,177,67.61362871,5,137,Telugu,Hotstar,19,3,No,90.36262968
1387,Movie_226,Bollywood,2020,Actor_103,Actor_20,Director_198,,100,257.595033,5,156,Hindi,Hotstar,8,5,,72.56918231
1088,Movie_161,Tollywood,1991,Actor_54,Actor_66,Director_69,Action,127,189.9839982,4,100,Malayalam,,7,5,No,83.52094756
1315,Movie_119,Kollywood,2016,Actor_183,Actor_303,Director_84,Romance,16,84.21715336,4,100,Tamil,Hotstar,1,2,,16.84073479
1013,Movie_149,Kollywood,,Actor_351,Actor_147,Director_157,Comedy,8,101.7128503,2,172,,,,3,Yes,74.89344069
1241,Movie_465,Kollywood,2000,Actor_318,Actor_165,Director_85,,71,194.7249292,9,172,Malayalam,,6,9,,59.76451623
1264,Movie_150,Tollywood,2007,Actor_355,Actor_378,Director_119,,149,-80.80950639,7,193,,,3,1,No,42.12480928
1345,Movie_432,Mollywood,1990,Actor_349,Actor_310,Director_72,Romance,69,87.18153732,1,170,Hindi,Hotstar,18,1,,68.74635314
1052,Movie_293,Tollywood,2024,Actor_321,Actor_6,Director_20,Drama,86,236.1138992,5,108,Telugu,Hotstar,7,2,No,91.83627067
1385,Movie_143,,2024,Actor_68,Actor_14,Director_27,Action,109,167.5882872,2,158,Malayalam,Hotstar,12,8,,115.3245657
1339,Movie_419,Tollywood,2020,Actor_28,Actor_132,Director_8,,185,32.98289001,10,126,Tamil,,,6,,74.84304815
1091,Movie_476,Kollywood,2017,Actor_274,Actor_342,Director_85,Thriller,109,125.1579689,6,91,,Amazon Prime,2,4,Yes,55.8170682
1366,Movie_455,Bollywood,1990,Actor_282,Actor_243,Director_61,Action,230,21.86454436,7,137,Malayalam,Hotstar,4,7,,54.60994887
1443,Movie_160,Tollywood,2014,Actor_360,Actor_231,Director_156,Comedy,32,72.68265017,2,120,Telugu,Amazon Prime,19,6,Yes,89.26264724
1454,Movie_11,Tollywood,2009,Actor_311,Actor_228,Director_198,Romance,20,126.7070095,,98,Tamil,Hotstar,7,9,Yes,50.06251762
1427,Movie_138,Kollywood,1992,Actor_119,Actor_162,Director_3,Action,281,140.7860145,6,91,Tamil,Netflix,1,6,,82.44854759
1263,Movie_457,Bollywood,1991,Actor_380,Actor_283,Director_197,Thriller,58,158.3534979,3,102,,Netflix,9,2,,75.8736238
1430,Movie_78,Bollywood,2007,Actor_134,Actor_263,Director_7,Thriller,292,198.7029822,9,84,Malayalam,Netflix,15,3,,73.66202784
1034,Movie_77,,1999,Actor_129,Actor_131,Director_188,Romance,118,4.501900458,4,105,Malayalam,Amazon Prime,3,9,Yes,38.6376282
1205,Movie_441,Tollywood,1994,Actor_8,Actor_225,Director_4,Romance,42,101.9216822,3,196,Tamil,Hotstar,13,7,No,62.86083596
1080,Movie_254,Bollywood,1998,Actor_51,Actor_258,Director_133,Action,234,31.97223216,,142,Hindi,,2,6,No,40.83684417
1419,Movie_409,Bollywood,1991,Actor_341,Actor_234,Director_139,Comedy,170,68.09148823,3,131,Tamil,Amazon Prime,9,5,Yes,58.23505197
1049,Movie_258,Mollywood,2023,Actor_281,Actor_336,Director_125,Drama,186,39.64499122,2,89,Telugu,Hotstar,12,3,Yes,88.34277323
1359,Movie_320,Mollywood,2020,Actor_175,Actor_316,Director_15,Thriller,209,139.9522789,9,165,Malayalam,Netflix,4,4,,94.62115807
1387,Movie_291,Bollywood,1999,Actor_183,Actor_24,Director_192,Romance,249,184.2415368,8,118,,Amazon Prime,16,1,,74.27897299
1001,Movie_263,,2001,Actor_192,Actor_271,Director_13,Drama,125,188.5611379,5,102,Malayalam,Hotstar,16,5,No,58.59318975
1389,Movie_85,Bollywood,,Actor_249,Actor_95,Director_118,Drama,263,11.58615352,9,90,Tamil,,10,7,No,101.7619866
1053,Movie_146,Kollywood,2010,Actor_235,Actor_142,Director_7,Drama,214,90.13615629,2,171,Telugu,Amazon Prime,18,2,No,58.32818732
1105,Movie_323,Tollywood,1995,Actor_83,Actor_182,Director_104,Comedy,,9.367848581,6,174,Hindi,,17,8,,47.28627016
1259,Movie_42,,1992,Actor_93,Actor_206,Director_6,Romance,198,6.70174176,7,151,Malayalam,Amazon Prime,16,,,83.92965936
1309,Movie_374,Kollywood,1999,Actor_373,Actor_390,Director_184,Thriller,72,47.06149006,6,196,Tamil,Netflix,10,6,Yes,79.15468085
1476,Movie_125,,1994,Actor_394,Actor_81,Director_64,Romance,118,127.4638153,3,182,Tamil,Netflix,14,,,59.14848178
1190,Movie_167,Kollywood,2015,Actor_312,Actor_274,Director_178,Action,224,141.5132034,10,127,Tamil,Netflix,7,3,No,72.00450459
1401,Movie_425,Tollywood,2010,Actor_268,Actor_276,Director_30,Thriller,224,1476,10,171,Telugu,,11,2,Yes,78.84319978
1217,Movie_241,Tollywood,2015,Actor_120,Actor_371,Director_22,Romance,222,147.3886726,10,95,Tamil,Netflix,16,8,,74.07357682
1043,Movie_459,Mollywood,2015,Actor_71,Actor_208,Director_153,Thriller,241,32.1719221,9,125,Tamil,,4,4,No,79.1787791
1161,Movie_487,Kollywood,1997,Actor_17,Actor_296,Director_156,Action,98,194.6207215,8,126,Tamil,,3,7,,59.88570277
1201,Movie_280,Mollywood,1994,Actor_253,Actor_39,Director_118,,257,164.2624029,8,195,Malayalam,,10,7,Yes,80.52490088
1445,Movie_188,Kollywood,2004,Actor_122,Actor_288,Director_84,Thriller,219,66.98478723,8,174,Tamil,Netflix,7,,,70.35115675
1483,Movie_302,Mollywood,2005,Actor_380,Actor_124,Director_167,,262,70.00642624,8,184,Telugu,Hotstar,15,9,No,60.56378957
1269,Movie_19,Tollywood,1990,Actor_10,Actor_364,Director_195,Drama,244,47.39667329,1,127,Malayalam,,15,,Yes,65.08230476
1350,Movie_68,,2005,Actor_287,Actor_283,Director_133,Comedy,218,-3.347461401,8,159,Tamil,Hotstar,2,8,No,68.04196328
1303,Movie_218,Mollywood,1992,Actor_316,Actor_366,Director_193,Action,102,153.2819884,2,148,Hindi,,11,8,Yes,41.09243326
1270,Movie_102,Kollywood,2020,Actor_326,Actor_180,Director_143,Thriller,20,165.7649427,4,178,Telugu,Netflix,12,7,,57.26681507
1455,Movie_42,Kollywood,2002,Actor_273,Actor_97,Director_90,Action,158,25.91580305,1,196,Hindi,Netflix,0,,,71.29811031
1461,Movie_288,Tollywood,2005,Actor_306,Actor_191,Director_195,Drama,20,1.451303114,6,104,Telugu,Netflix,3,5,No,42.98017929
1214,Movie_167,Kollywood,2010,Actor_293,Actor_74,Director_168,,202,25.07705704,10,156,Hindi,Amazon Prime,,9,,57.60152676
1251,Movie_109,Bollywood,1991,Actor_210,Actor_273,Director_121,Comedy,112,108.8195706,1,172,Tamil,Netflix,5,7,Yes,117.6928996
1189,Movie_494,,2016,Actor_218,Actor_49,Director_106,Action,27,-10.55818997,5,170,Hindi,Hotstar,4,3,,47.4148327
1295,Movie_36,Mollywood,2015,Actor_241,Actor_337,Director_69,,46,190.2247984,9,183,Hindi,,4,6,,62.32372175
1212,Movie_232,,2014,Actor_374,Actor_210,Director_95,Drama,41,185.4366195,1,160,Telugu,Hotstar,,3,,53.32565443
1207,Movie_229,Tollywood,2000,Actor_200,Actor_116,Director_77,Drama,169,133.9475955,2,116,Tamil,Amazon Prime,9,6,,67.66259992
1236,Movie_353,Mollywood,1997,Actor_216,Actor_23,Director_171,Drama,120,164.77886,4,181,Telugu,Hotstar,18,8,,53.70163314
1337,Movie_164,Mollywood,1997,Actor_205,Actor_98,Director_1,,154,104.700431,3,142,Tamil,,17,9,,65.13513753
1366,Movie_387,Bollywood,2022,Actor_216,Actor_328,Director_150,Thriller,10,137.2123196,8,108,,,1,2,,55.6290593
1052,Movie_73,Tollywood,1996,Actor_80,Actor_397,Director_62,Romance,36,-4.014579465,6,137,Malayalam,Netflix,15,6,,91.10255633
1279,Movie_136,Kollywood,2010,Actor_267,Actor_313,Director_154,Action,149,211.2383582,7,177,Malayalam,Amazon Prime,14,3,No,71.63274075
1409,Movie_353,Bollywood,1997,Actor_390,Actor_190,Director_18,Romance,298,61.01176486,9,173,Telugu,Amazon Prime,4,7,No,49.94054686
1216,Movie_379,Bollywood,2010,Actor_379,Actor_182,Director_48,Drama,297,89.6959337,5,110,Tamil,Hotstar,,4,,86.81593048
1251,Movie_70,,2009,Actor_35,Actor_148,Director_137,Romance,181,298.9760614,2,165,Hindi,Netflix,8,5,No,50.83466768
1187,Movie_425,,1997,Actor_289,Actor_342,Director_1,,181,82.39940407,3,189,Malayalam,Netflix,4,,,38.71839622
1379,Movie_487,,2020,Actor_18,Actor_23,Director_137,Drama,65,159.1521452,3,168,Telugu,Netflix,4,6,,69.93915025
1492,Movie_196,Bollywood,2018,Actor_165,Actor_105,Director_151,Drama,81,141.1625973,4,147,Telugu,,8,8,,108.1452885
1040,Movie_269,Kollywood,1998,Actor_13,Actor_163,Director_107,Comedy,90,-6.625490427,10,178,Telugu,Amazon Prime,8,2,No,33.44671742
1156,Movie_49,Mollywood,2004,Actor_202,Actor_67,Director_173,Comedy,195,20.02055587,7,120,Tamil,Hotstar,1,4,Yes,43.38024157
1014,Movie_316,,2019,Actor_229,Actor_290,Director_130,,11,262.8710915,10,129,Telugu,Hotstar,6,4,,85.05051326
1300,Movie_130,Kollywood,2015,Actor_346,Actor_289,Director_142,,89,146.3330354,6,123,,Hotstar,0,6,,57.15357201
1064,Movie_444,Tollywood,1999,Actor_366,Actor_46,Director_38,Romance,266,98.64999954,3,88,Hindi,Netflix,19,4,Yes,82.23897134
1344,Movie_5,,2018,Actor_1,Actor_81,Director_40,Action,263,57.1481542,7,138,Telugu,Amazon Prime,1,5,No,53.25022186
1326,Movie_428,Mollywood,2005,Actor_319,Actor_147,Director_191,Romance,51,125.606205,4,169,Tamil,Amazon Prime,11,5,Yes,72.83924355
1008,Movie_27,Tollywood,,Actor_217,Actor_222,Director_82,,98,133.2118186,10,170,Hindi,,5,8,,104.8894785
1343,Movie_160,Tollywood,2009,Actor_34,Actor_343,Director_16,Action,228,118.1217232,,106,Hindi,,19,4,Yes,46.10820706
1128,Movie_149,Mollywood,2011,Actor_359,Actor_15,Director_127,Romance,283,185.5168465,,161,Malayalam,,18,6,,90.4752162
1491,Movie_264,,1996,Actor_266,Actor_379,Director_117,Thriller,7,30.65131343,8,173,Telugu,Hotstar,15,7,No,83.59413593
1135,Movie_230,Bollywood,2012,Actor_128,Actor_121,Director_93,Thriller,133,19.94388506,7,188,Telugu,Hotstar,3,8,No,40.21511498
1471,Movie_200,Mollywood,2018,Actor_212,Actor_78,Director_134,Action,253,183.4456394,7,138,Tamil,Amazon Prime,17,9,No,81.17801047
1062,Movie_50,Mollywood,2005,Actor_263,Actor_322,Director_3,Comedy,233,269.014991,9,189,,,4,,,71.45612258
1138,Movie_67,Mollywood,2017,Actor_312,Actor_295,Director_14,Action,135,167.4073954,8,174,,Hotstar,17,8,No,71.8218802
1498,Movie_300,Tollywood,2020,Actor_80,Actor_241,Director_66,Romance,232,203.8202969,1,185,Malayalam,,5,4,Yes,76.73035133
1080,Movie_381,Kollywood,2003,Actor_165,Actor_18,Director_95,Drama,181,94.01274911,7,82,,,13,4,No,62.99268311
1391,Movie_58,Bollywood,2022,Actor_252,Actor_256,Director_86,Thriller,35,121.289202,3,172,Tamil,Amazon Prime,19,,,71.40197918
1162,Movie_259,,1998,Actor_12,Actor_277,Director_195,Drama,70,120.2125077,4,86,Malayalam,Amazon Prime,16,5,Yes,74.8290485
1418,Movie_342,,2016,Actor_304,Actor_27,Director_114,Thriller,210,95.56586818,6,161,Telugu,Hotstar,17,3,Yes,84.92115878
1288,Movie_326,Kollywood,2013,Actor_212,Actor_2,Director_159,Romance,105,212.9037493,5,95,,Amazon Prime,,2,Yes,39.45677933
1378,Movie_130,Mollywood,2002,Actor_282,Actor_353,Director_161,Thriller,35,189.267782,8,128,Tamil,,9,2,Yes,95.81771793
1260,Movie_215,Bollywood,2015,Actor_112,Actor_295,Director_129,Action,195,68.06126246,2,,Tamil,Amazon Prime,18,9,,46.89419314
1489,Movie_172,,2018,Actor_211,Actor_312,Director_172,Drama,70,-31.64616471,5,111,Telugu,,17,8,No,85.23256928
1230,Movie_258,,2017,Actor_378,Actor_363,Director_15,,239,94.91405782,5,181,Tamil,,3,6,Yes,71.58890199
1040,Movie_102,Mollywood,2017,Actor_239,Actor_383,Director_37,Drama,282,7.627825208,3,168,Malayalam,Hotstar,19,9,No,44.37687314
1027,Movie_209,Kollywood,1997,Actor_268,Actor_239,Director_155,Romance,206,101.8940045,10,123,Malayalam,Hotstar,14,5,No,80.56290939
1134,Movie_291,Bollywood,2012,Actor_298,Actor_13,Director_176,,229,13.93072596,5,175,Hindi,Hotstar,5,,No,51.09186722
1200,Movie_354,Kollywood,2018,Actor_317,Actor_382,Director_27,Drama,87,200.5213309,4,98,Telugu,,5,1,No,91.3759111
1327,Movie_471,Kollywood,1994,Actor_58,Actor_184,Director_12,Romance,50,154.7538176,,82,Tamil,Amazon Prime,2,8,,55.78330323
1267,Movie_286,Bollywood,1996,Actor_34,Actor_194,Director_67,Comedy,93,152.8105264,5,139,,Hotstar,8,3,Yes,40.10027805
1417,Movie_116,Bollywood,,Actor_263,Actor_56,Director_30,Action,190,185.774867,10,114,Malayalam,Hotstar,10,9,Yes,100.6769021
1032,Movie_264,,2016,Actor_365,Actor_230,Director_96,Thriller,193,131.2885795,9,193,Telugu,Amazon Prime,4,1,No,73.62647342
1047,Movie_150,,1991,Actor_35,Actor_28,Director_194,Thriller,250,143.7441431,7,108,Telugu,Amazon Prime,13,3,Yes,87.34382252
1406,Movie_300,Bollywood,2014,Actor_271,Actor_320,Director_135,Thriller,50,214.7758986,1,154,Malayalam,Hotstar,1,1,No,52.97056242
1061,Movie_442,Tollywood,1998,Actor_227,Actor_71,Director_34,Comedy,261,89.23878977,3,149,Hindi,,18,1,,32.16378927
1215,Movie_36,,2016,Actor_25,Actor_210,Director_32,Action,65,148.4092268,9,162,Telugu,,7,6,Yes,103.5040485
1292,Movie_453,Tollywood,1990,Actor_234,Actor_184,Director_117,Drama,109,614,4,180,Tamil,Hotstar,12,4,No,69.87146376
1098,Movie_333,Bollywood,2012,Actor_59,Actor_375,Director_39,Drama,18,106.3421532,4,124,,Amazon Prime,18,,Yes,79.82703788
1171,Movie_477,,1999,Actor_251,Actor_356,Director_96,Action,81,280.7426976,10,106,,,4,4,No,83.13191561
1359,Movie_287,Kollywood,2014,Actor_335,Actor_41,Director_171,,234,165.1860304,6,148,Malayalam,Amazon Prime,14,5,Yes,63.29217894
1213,Movie_303,Bollywood,1992,Actor_86,Actor_260,Director_171,Action,171,93.12045475,3,169,Telugu,Netflix,3,3,,74.52459095
1474,Movie_311,Mollywood,1995,Actor_251,Actor_344,Director_131,Thriller,70,121.1632493,3,114,,Amazon Prime,3,2,Yes,101.8790519
1034,Movie_208,Tollywood,1995,Actor_390,Actor_84,Director_174,Drama,36,98.32013949,9,98,Telugu,Amazon Prime,17,,,69.35117542
1448,Movie_106,Bollywood,1991,Actor_180,Actor_46,Director_160,Action,100,118.5360496,5,96,Malayalam,Netflix,18,8,,88.84202633
1226,Movie_446,Bollywood,2007,Actor_207,Actor_159,Director_43,Drama,62,68.07945198,7,197,Hindi,,19,7,No,30.1750604
1100,Movie_158,,2012,Actor_344,Actor_344,Director_81,Action,108,139.589696,5,114,,,8,,No,92.47521261
1430,Movie_121,,1991,Actor_149,Actor_7,Director_3,Romance,138,142.4247949,6,190,Tamil,,14,4,Yes,39.55991404
1461,Movie_55,,2001,Actor_71,Actor_333,Director_74,Thriller,221,100.5310408,8,192,Malayalam,Hotstar,11,2,,90.18817648
1130,Movie_400,Mollywood,2011,Actor_121,Actor_136,Director_117,Action,71,111.2047445,8,156,Hindi,Netflix,3,9,No,77.81262441
1256,Movie_12,,2009,Actor_253,Actor_183,Director_63,Comedy,182,127.2614141,2,157,Tamil,Amazon Prime,2,8,,68.08158648
1004,Movie_145,Bollywood,2013,Actor_93,Actor_197,Director_111,Action,251,57.82055778,,109,Tamil,Netflix,4,4,,68.00823558
1217,Movie_400,,2009,Actor_256,Actor_172,Director_40,Romance,298,138.8216267,9,127,,Netflix,16,5,,64.94537813
1254,Movie_396,Kollywood,1990,Actor_254,Actor_397,Director_18,Comedy,239,162.4126174,10,136,Telugu,Netflix,4,,Yes,53.58660961
1397,Movie_136,,1990,Actor_352,Actor_349,Director_67,Comedy,135,217.1892885,6,186,Malayalam,Netflix,3,6,,65.88047443
1358,Movie_468,Mollywood,2006,Actor_288,Actor_276,Director_103,Action,116,125.469796,7,96,Tamil,Netflix,,4,,114.1611816
1282,Movie_3,Kollywood,1990,Actor_309,Actor_78,Director_190,Romance,58,55.54912895,3,180,,Netflix,6,2,Yes,96.04613422
1392,Movie_144,Bollywood,2019,Actor_59,Actor_178,Director_138,Comedy,294,91.76501932,4,196,Hindi,Hotstar,6,5,Yes,52.57993643
1206,Movie_30,Bollywood,1992,Actor_69,Actor_27,Director_180,Thriller,243,8.562875687,6,94,Tamil,Netflix,6,1,No,75.35374805
1014,Movie_237,Tollywood,2000,Actor_388,Actor_120,Director_46,,244,158.1882066,7,161,Hindi,Netflix,16,7,,71.91958326
1345,Movie_279,Kollywood,2013,Actor_86,Actor_281,Director_55,Thriller,299,-64.77801815,6,191,Malayalam,,14,9,,67.15413114
1041,Movie_348,Tollywood,2011,Actor_274,Actor_308,Director_174,Drama,116,181.9724152,5,93,,Netflix,6,3,Yes,49.94444887
1379,Movie_115,Kollywood,2015,Actor_227,Actor_196,Director_75,Drama,92,191.6259413,2,93,Hindi,Netflix,14,6,Yes,78.9179597
1460,Movie_104,Kollywood,2002,Actor_81,Actor_277,Director_188,Romance,232,-134.4500218,7,124,Telugu,,19,9,No,86.9214326
1178,Movie_118,Mollywood,1990,Actor_114,Actor_18,Director_97,Comedy,294,202.0224795,5,176,Hindi,,3,4,Yes,53.3220263
1062,Movie_5,Tollywood,2013,Actor_184,Actor_295,Director_26,Thriller,212,182.1828936,9,117,Hindi,,1,6,Yes,109.1108283
1351,Movie_468,Mollywood,1999,Actor_280,Actor_271,Director_155,Thriller,278,76.79585734,,142,,Amazon Prime,12,3,Yes,100.440065
1230,Movie_360,Kollywood,2024,Actor_322,Actor_53,Director_166,,74,4.654744721,4,198,,Netflix,11,9,Yes,80.96331118
1240,Movie_248,Bollywood,2013,Actor_397,Actor_294,Director_22,Romance,224,32.97927201,10,154,Tamil,Netflix,9,7,No,45.36560595
